Trip Start Timestamp,Pickup Community Area,Dropoff Community Area,Trip Total
4/7/2016 10:45,32,8,9
4/7/2016 10:45,32,76,48.25
4/7/2016 10:45,8,8,7.75
4/7/2016 10:45,32,8,14.25
4/7/2016 10:45,76,8,60
4/7/2016 10:45,8,8,6.5
4/7/2016 10:45,32,33,9.25
4/7/2016 10:45,14,28,3.25
4/7/2016 10:45,32,5,20.75
4/7/2016 10:45,32,28,8.25
4/7/2016 10:45,28,32,8
4/7/2016 10:45,32,32,7.75
4/7/2016 10:45,8,32,9
4/7/2016 10:45,32,32,8.75
4/7/2016 10:45,32,32,8.75
4/7/2016 10:45,8,76,48.75
4/7/2016 10:45,32,32,9.25
4/7/2016 10:45,8,32,4.75
4/7/2016 10:45,32,8,13
4/7/2016 10:45,8,8,5.5
4/7/2016 10:45,32,28,7
4/7/2016 10:45,8,7,11
4/7/2016 10:45,2,2,4
4/7/2016 10:45,8,32,9.75
4/7/2016 10:45,76,32,55.2
4/7/2016 10:45,8,32,8.25
4/7/2016 10:45,8,32,11
4/7/2016 10:45,32,28,8.5
4/7/2016 10:45,8,28,10.25
4/7/2016 10:45,32,7,14.25
4/7/2016 10:45,6,3,7
4/7/2016 10:45,32,28,9.5
4/7/2016 10:45,7,8,12.75
4/7/2016 10:45,8,8,9.5
4/7/2016 10:45,76,28,56.7
4/7/2016 10:45,28,28,8.25
4/7/2016 10:45,8,8,9
4/7/2016 10:45,76,32,50.25
4/7/2016 10:45,8,28,10.25
4/7/2016 10:45,8,7,9.5
4/7/2016 10:45,28,6,27.5
4/7/2016 10:45,32,32,6.25
4/7/2016 10:45,32,8,5.75
4/7/2016 10:45,8,8,11.5
4/7/2016 10:45,32,32,8
4/7/2016 10:45,8,8,5.75
4/7/2016 10:45,8,32,10
4/7/2016 10:45,8,8,6
4/7/2016 10:45,8,32,9.75
4/7/2016 10:45,8,32,4.75
4/7/2016 10:45,32,8,11.25
4/7/2016 10:45,32,24,12.5
4/7/2016 10:45,28,28,3.25
4/7/2016 10:45,32,8,10
4/7/2016 10:45,8,8,8
4/7/2016 10:45,32,32,6
4/7/2016 10:45,8,32,9.25
4/7/2016 10:45,8,32,8.25
4/7/2016 10:45,32,32,4
4/7/2016 10:45,32,33,3.25
4/7/2016 10:45,8,32,8.25
4/7/2016 10:45,28,28,5.25
4/7/2016 10:45,59,59,5.75
4/7/2016 10:45,32,8,5.25
4/7/2016 10:45,24,24,4.5
4/7/2016 10:45,8,32,11
4/7/2016 10:45,32,32,4
4/7/2016 10:45,8,14,27.9
4/7/2016 10:45,8,32,7
4/7/2016 10:45,8,32,7
4/7/2016 10:45,8,33,25.5
4/7/2016 10:45,32,28,13.5
4/7/2016 10:45,32,8,9.5
4/7/2016 10:45,44,42,10.75
4/7/2016 10:45,14,28,3.25
4/7/2016 10:45,32,8,6.5
4/7/2016 10:45,28,32,5.25
4/7/2016 10:45,8,32,5.5
4/7/2016 10:45,8,28,10
4/7/2016 10:45,32,32,4
4/7/2016 10:45,32,8,10
4/7/2016 10:45,32,41,20.5
4/7/2016 10:45,32,32,10
4/7/2016 10:45,28,32,7.5
4/7/2016 10:45,32,32,5.25
4/7/2016 10:45,8,22,14.75
4/7/2016 10:45,32,76,45.85
4/7/2016 10:45,32,32,10.75
4/7/2016 10:45,8,32,9.25
4/7/2016 10:45,32,32,3.5
4/7/2016 10:45,33,56,33.43
4/7/2016 10:45,32,32,8
4/7/2016 10:45,5,8,15
4/7/2016 10:45,32,32,9.25
4/7/2016 10:45,32,8,5.75
4/7/2016 10:45,32,8,7.5
4/7/2016 10:45,32,33,9
4/7/2016 10:45,32,32,7.75
4/7/2016 10:45,32,32,3.25
4/7/2016 10:45,32,8,6.75
4/7/2016 10:45,8,28,8
4/7/2016 10:45,32,8,8.5
4/7/2016 10:45,33,32,13
4/7/2016 10:45,32,28,9
4/7/2016 10:45,8,32,9.25
4/7/2016 10:45,6,8,11.75
4/7/2016 10:45,56,8,46.5
4/7/2016 10:45,76,8,51.25
4/7/2016 10:45,8,41,29.4
4/7/2016 10:45,32,28,6.75
4/7/2016 10:45,8,8,6.25
4/7/2016 10:45,3,24,16.75
4/7/2016 10:45,32,8,9
4/7/2016 10:45,8,38,29.68
4/7/2016 10:45,8,8,9.75
4/7/2016 10:45,24,24,11
4/7/2016 10:45,32,8,8.5
4/7/2016 10:45,28,32,3.5
4/7/2016 10:45,1,1,9.75
4/7/2016 10:45,8,32,6.75
4/7/2016 10:45,28,32,6.75
4/7/2016 10:45,28,32,9.75
4/7/2016 10:45,7,24,11.75
4/7/2016 10:45,32,32,7.25
4/7/2016 10:45,8,8,6.25
4/7/2016 10:45,32,28,5.5
4/7/2016 10:45,28,8,10.75
4/7/2016 10:45,8,32,7
4/7/2016 10:45,32,32,5.5
4/7/2016 10:45,56,32,55.9
4/7/2016 10:45,8,32,13.8
4/7/2016 10:45,28,8,8.5
4/7/2016 10:45,32,33,9.25
4/7/2016 10:45,28,32,7.25
4/7/2016 10:45,32,32,8
4/7/2016 10:45,32,28,10
4/7/2016 10:45,32,8,7.25
4/7/2016 10:45,8,32,9.5
4/7/2016 10:45,8,76,54
4/7/2016 10:45,28,32,5
4/7/2016 10:45,32,8,10
4/7/2016 10:45,32,33,13.8
4/7/2016 10:45,32,8,8
4/7/2016 10:45,33,28,9.75
4/7/2016 10:45,32,32,4.75
4/7/2016 10:45,32,28,9.5
4/7/2016 10:45,32,28,450.46
4/7/2016 10:45,6,77,13.75
4/7/2016 10:45,7,32,13.25
4/7/2016 10:45,8,7,6.75
4/7/2016 10:45,7,32,13.2
4/7/2016 10:45,8,32,10.25
4/7/2016 10:45,3,32,20.4
4/7/2016 10:45,32,8,9.75
4/7/2016 10:45,28,32,7.25
4/7/2016 10:45,8,33,17.5
4/7/2016 10:45,32,8,9
4/7/2016 10:45,28,32,10.5
4/7/2016 10:45,32,76,56.25
4/7/2016 10:45,32,8,8.75
4/7/2016 10:45,32,28,8
4/7/2016 10:45,33,33,5.75
4/7/2016 10:45,8,8,8.5
4/7/2016 10:45,28,32,11
4/7/2016 10:45,8,32,6.5
4/7/2016 10:45,32,28,6
4/7/2016 10:45,32,32,9.5
4/7/2016 10:45,8,32,5.75
4/7/2016 10:45,6,32,24.9
4/7/2016 10:45,8,32,8
4/7/2016 10:45,32,76,55.2
4/7/2016 10:45,8,33,16.5
4/7/2016 10:45,8,28,7.25
4/7/2016 10:45,8,8,7.25
4/7/2016 10:45,28,8,8
4/7/2016 10:45,8,32,7
4/7/2016 10:45,7,8,10
4/7/2016 10:45,28,28,5.25
4/7/2016 10:45,28,8,12.6
4/7/2016 10:45,8,8,6.25
4/7/2016 10:45,8,32,9.5
4/7/2016 10:45,32,32,7.5
4/7/2016 10:45,8,8,4.5
4/7/2016 10:45,6,8,14
4/7/2016 10:45,28,32,7.5
4/7/2016 10:45,32,8,8.25
4/7/2016 10:45,32,8,10.25
4/7/2016 10:45,8,8,6.5
4/7/2016 10:45,32,6,19.25
4/7/2016 10:45,8,32,9.25
4/7/2016 10:45,8,8,8
4/7/2016 10:45,41,41,3.25
4/7/2016 10:45,32,32,9.5
4/7/2016 10:45,8,32,7.5
4/7/2016 10:45,32,41,26.7
4/7/2016 10:45,8,32,12.3
4/7/2016 10:45,7,32,15.75
4/7/2016 10:45,32,8,6.5
4/7/2016 10:45,28,28,35.5
4/7/2016 10:45,8,32,6
4/7/2016 10:45,8,8,10
4/7/2016 10:45,8,28,10.75
4/7/2016 10:45,8,32,10.5
4/7/2016 10:45,28,8,7.75
4/7/2016 10:45,32,8,7.75
4/7/2016 10:45,6,32,18.75
4/7/2016 10:45,28,6,23.05
4/7/2016 10:45,32,32,5
4/7/2016 10:45,6,6,6.5
4/7/2016 10:45,8,33,14
4/7/2016 10:45,32,32,9.55
4/7/2016 10:45,32,8,7.5
4/7/2016 10:45,8,32,11
4/7/2016 10:45,32,32,8.25
4/7/2016 10:45,28,8,12
4/7/2016 10:45,8,76,59.15
4/7/2016 10:45,32,32,6.25
4/7/2016 10:45,32,8,7.75
4/7/2016 10:45,32,32,3.75
4/7/2016 10:45,8,6,15.75
4/7/2016 10:45,28,32,12.5
4/7/2016 10:45,6,32,16.02
4/7/2016 10:45,32,7,12.75
4/7/2016 10:45,7,5,17.5
4/7/2016 10:45,6,28,21.25
4/7/2016 10:45,8,32,12
4/7/2016 10:45,8,32,4.75
4/7/2016 10:45,3,6,5.5
4/7/2016 10:45,32,28,9
4/7/2016 10:45,28,32,6
4/7/2016 10:45,8,32,8.75
4/7/2016 10:45,8,32,10.5
4/7/2016 10:45,8,28,8
4/7/2016 10:45,8,32,6
4/7/2016 10:45,8,32,11.5
4/7/2016 10:45,21,6,10.5
4/7/2016 10:45,8,33,14
4/7/2016 10:45,8,7,4.75
4/7/2016 10:45,32,32,10.25
4/7/2016 10:45,8,8,5.75
4/7/2016 10:45,76,41,66
4/7/2016 10:45,8,32,7.5
4/7/2016 10:45,77,77,10.25
4/7/2016 10:45,8,8,9
4/7/2016 10:45,8,8,7.75
4/7/2016 10:45,32,32,3.75
4/7/2016 10:45,8,8,6.75
4/7/2016 10:45,8,8,6.5
4/7/2016 10:45,32,32,5.5
4/7/2016 10:45,28,32,4.25
4/7/2016 10:45,28,32,7.25
4/7/2016 10:45,32,32,8.5
4/7/2016 10:45,32,8,7
4/7/2016 10:45,28,32,15
4/7/2016 10:45,8,8,10.5
4/7/2016 10:45,8,8,7
4/7/2016 10:45,28,8,7
4/7/2016 10:45,8,7,6
4/7/2016 10:45,32,8,8.75
4/7/2016 10:45,8,41,29.5
4/7/2016 10:45,32,32,8.25
4/7/2016 10:45,32,32,7.25
4/7/2016 10:45,28,32,8
4/7/2016 10:45,32,8,6
4/7/2016 10:45,32,32,6.75
4/7/2016 10:45,8,8,4.75
4/7/2016 10:45,6,8,12
4/7/2016 10:45,32,32,7
4/7/2016 10:45,8,28,10.75
4/7/2016 10:45,11,32,42.55
4/7/2016 10:45,28,33,12
4/7/2016 10:45,32,32,10
4/7/2016 10:45,32,8,10
4/7/2016 10:45,28,8,13.1
4/7/2016 10:45,8,32,9.75
4/7/2016 10:45,32,56,40.2
4/7/2016 10:45,6,32,15.5
4/7/2016 10:45,32,8,7
4/7/2016 10:45,32,32,5
4/7/2016 10:45,32,32,11.5
4/7/2016 10:45,28,32,7.25
4/7/2016 10:45,8,32,14.3
4/7/2016 10:45,28,32,7
4/7/2016 10:45,28,28,9.75
4/7/2016 10:45,8,8,8.75
4/7/2016 10:45,8,8,5.25
4/7/2016 10:45,8,28,14
4/7/2016 10:45,77,8,27.25
4/7/2016 10:45,32,32,7.5
4/7/2016 10:45,8,32,7.75
4/7/2016 10:45,28,32,7
4/7/2016 10:45,32,32,7.75
4/7/2016 10:45,28,32,5.25
4/7/2016 10:45,28,28,6.5
4/7/2016 10:45,8,8,8.5
4/7/2016 10:45,32,33,10.25
4/7/2016 10:45,28,8,12.8
4/7/2016 10:45,76,8,58.2
4/7/2016 10:45,32,8,5.75
4/7/2016 10:45,8,8,5.5
4/7/2016 10:45,28,41,30.5
4/7/2016 10:45,32,56,37.95
4/7/2016 10:45,76,76,3.5
4/7/2016 10:45,8,32,8.5
4/7/2016 10:45,8,8,4.5
4/7/2016 10:45,77,77,4.5
4/7/2016 10:45,8,76,54
4/7/2016 10:45,23,17,29
4/7/2016 10:45,8,32,11.5
4/7/2016 10:45,76,32,61.25
4/7/2016 10:45,8,32,4.75
4/7/2016 10:45,8,8,9
4/7/2016 10:45,32,8,9.75
4/7/2016 10:45,28,32,8.25
4/7/2016 10:45,32,28,5
4/7/2016 10:45,32,8,7
4/7/2016 10:45,76,32,49
4/7/2016 10:45,7,8,7
4/7/2016 10:45,8,8,7.5
4/7/2016 10:45,8,32,8.5
4/7/2016 10:45,28,8,10
4/7/2016 10:45,32,28,8
4/7/2016 10:45,28,8,4.75
4/7/2016 10:45,8,8,5
4/7/2016 10:45,8,8,5.75
4/7/2016 10:45,32,32,10.25
4/7/2016 10:45,8,32,7.25
4/7/2016 10:45,22,28,14.75
4/7/2016 10:45,32,8,7.75
4/7/2016 10:45,7,8,12.75
4/7/2016 10:45,76,28,56.7
4/7/2016 10:45,8,8,4.75
4/7/2016 10:45,56,28,42
4/7/2016 10:45,8,8,5.5
4/7/2016 10:45,8,32,5.25
4/7/2016 10:45,32,8,9.75
4/7/2016 10:45,8,32,6.51
4/7/2016 10:45,8,8,9.5
4/7/2016 10:45,32,8,12.3
4/7/2016 10:45,32,8,8
4/7/2016 10:45,32,33,11.25
4/7/2016 10:45,32,28,6.25
4/7/2016 10:45,32,33,7.5
4/7/2016 10:45,28,8,9.5
4/7/2016 10:45,6,76,53.95
4/7/2016 10:45,28,32,5.25
4/7/2016 10:45,8,32,8.5
4/7/2016 10:45,7,32,10.75
4/7/2016 10:45,70,70,4.75
4/7/2016 10:45,28,33,12
4/7/2016 10:45,32,8,4
4/7/2016 10:45,7,32,10
4/7/2016 10:45,77,8,26
4/7/2016 10:45,28,32,7.75
4/7/2016 10:45,7,8,9
4/7/2016 10:45,8,32,7.75
4/7/2016 10:45,6,8,15
4/7/2016 10:45,32,8,10
4/7/2016 10:45,34,32,12.75
4/7/2016 10:45,32,56,30.5
4/7/2016 10:45,28,8,6.25
4/7/2016 10:45,28,32,6.5
4/7/2016 10:45,8,8,6.5
4/7/2016 10:45,28,28,15.25
4/7/2016 10:45,8,28,8
4/7/2016 10:45,28,32,6.25
4/7/2016 10:45,32,28,9
4/7/2016 10:45,6,8,11
4/7/2016 10:45,32,24,7.25
4/7/2016 10:45,32,8,8.75
4/7/2016 10:45,2,76,29.5
4/7/2016 10:45,28,8,11.75
4/7/2016 10:45,1,4,12
4/7/2016 10:45,8,28,7.5
4/7/2016 10:45,8,32,8
4/7/2016 10:45,8,8,6
4/7/2016 10:45,8,28,8.5
4/7/2016 10:45,8,32,8.5
4/7/2016 10:45,32,8,10.75
4/7/2016 10:45,8,32,10.25
4/7/2016 10:45,28,28,11.5
4/7/2016 10:45,28,32,9.5
4/7/2016 10:45,33,33,4.25
4/7/2016 10:45,32,8,9.75
4/7/2016 10:45,8,32,8.5
4/7/2016 10:45,76,2,47.1
4/7/2016 10:45,32,8,6.75
4/7/2016 10:45,8,32,7.5
4/7/2016 10:45,28,32,7.75
4/7/2016 10:45,32,32,11
4/7/2016 10:45,8,8,6
4/7/2016 10:45,32,28,11.25
4/7/2016 10:45,32,56,30.25
4/7/2016 10:45,28,32,7.25
4/7/2016 10:45,28,32,8
4/7/2016 10:45,63,28,15.75
4/7/2016 10:45,3,32,21.75
4/7/2016 10:45,3,56,63.1
4/7/2016 10:45,28,32,9.75
4/7/2016 10:45,28,32,6.5
4/7/2016 10:45,32,8,11.25
4/7/2016 10:45,8,8,5
4/7/2016 10:45,8,32,6.25
4/7/2016 10:45,32,32,6.5
4/7/2016 10:45,56,32,37.5
4/7/2016 10:45,32,32,8.5
4/7/2016 10:45,24,28,11.75
4/7/2016 10:45,32,28,9.5
4/7/2016 10:45,28,32,7.5
4/7/2016 10:45,8,32,8
4/7/2016 10:45,8,28,11.75
4/7/2016 10:45,32,8,10
4/7/2016 10:45,59,59,4.25
4/7/2016 10:45,8,32,12
4/7/2016 10:45,8,76,55.2
4/7/2016 10:45,6,32,22.5
4/7/2016 10:45,32,33,11
4/7/2016 10:45,8,32,7.75
4/7/2016 10:45,32,32,3.25
4/7/2016 10:45,8,32,9
4/7/2016 10:45,32,32,7.26
4/7/2016 10:45,7,7,3.5
4/7/2016 10:45,22,8,15.6
4/7/2016 10:45,76,32,58.2
4/7/2016 10:45,8,32,10.75
4/7/2016 10:45,28,32,7.5
4/7/2016 10:45,32,3,26.85
4/7/2016 10:45,32,32,7.5
4/7/2016 10:45,8,32,9
4/7/2016 10:45,32,8,9
4/7/2016 10:45,32,33,12.25
4/7/2016 10:45,32,28,9
4/7/2016 10:45,32,7,16.25
4/7/2016 10:45,8,32,8.75
4/7/2016 10:45,8,32,6
4/7/2016 10:45,32,28,5
4/7/2016 10:45,8,76,61.55
4/7/2016 10:45,8,8,4.5
4/7/2016 10:45,28,32,7
4/7/2016 10:45,7,8,7.5
4/7/2016 10:45,8,32,7
4/7/2016 10:45,32,32,7.25
4/7/2016 10:45,28,32,8.75
4/7/2016 10:45,7,76,41.25
4/7/2016 10:45,8,8,4.5
4/7/2016 10:45,8,32,6.75
4/7/2016 10:45,28,32,7.75
4/7/2016 10:45,28,44,28
4/7/2016 10:45,24,8,12
4/7/2016 10:45,76,8,57.3
4/7/2016 10:45,8,32,7.25
4/7/2016 10:45,8,8,6.5
4/7/2016 10:45,32,28,10.5
4/7/2016 10:45,28,8,12.5
4/7/2016 10:45,32,33,8
4/7/2016 10:45,11,10,8.5
4/7/2016 10:45,28,8,12.3
4/7/2016 10:45,32,8,10
4/7/2016 10:45,24,8,8.35
4/7/2016 10:45,8,38,26
4/7/2016 10:45,8,7,9.25
4/7/2016 10:45,8,32,8
4/7/2016 10:45,56,8,46.75
4/7/2016 10:45,32,8,12.9
4/7/2016 10:45,28,8,11.25
4/7/2016 10:45,8,8,7.25
4/7/2016 10:45,28,32,7.25
4/7/2016 10:45,32,33,6.75
4/7/2016 10:45,8,6,20.4
4/7/2016 10:45,32,8,11.25
4/7/2016 10:45,8,32,9.5
4/7/2016 10:45,8,32,5.5
4/7/2016 10:45,32,8,12.9
4/7/2016 10:45,8,32,6.25
4/7/2016 10:45,24,14,20
4/7/2016 10:45,8,8,7
4/7/2016 10:45,32,28,5.75
4/7/2016 10:45,22,28,15.25
4/7/2016 10:45,8,32,8.75
4/7/2016 10:45,32,8,9.75
4/7/2016 10:45,8,32,6.75
4/7/2016 10:45,28,8,11.25
4/7/2016 10:45,8,8,8
4/7/2016 10:45,76,32,59.5
4/7/2016 10:45,8,28,11
4/7/2016 10:45,24,28,12.5
4/7/2016 10:45,8,32,10.75
4/7/2016 10:45,32,32,7.25
4/7/2016 10:45,24,32,15.5
4/7/2016 10:45,8,28,10.25
4/7/2016 10:45,32,28,9.5
4/7/2016 10:45,32,8,8.75
4/7/2016 10:45,16,3,17.25
4/7/2016 10:45,32,28,10.25
4/7/2016 10:45,32,32,11
4/7/2016 10:45,8,32,7.5
4/7/2016 10:45,33,8,16.5
4/7/2016 10:45,8,32,8.25
4/7/2016 10:45,8,32,10.25
4/7/2016 10:45,77,8,27.3
4/7/2016 10:45,28,32,7.75
4/7/2016 10:45,28,32,9
4/7/2016 10:45,8,8,8.75
4/7/2016 10:45,8,28,9
4/7/2016 10:45,8,32,8.25
4/7/2016 10:45,8,8,5.5
4/7/2016 10:45,77,8,26
4/7/2016 10:45,33,8,13.5
4/7/2016 10:45,8,8,5
4/7/2016 10:45,24,8,11.5
4/7/2016 10:45,8,56,41.7
4/7/2016 10:45,32,8,8.5
4/7/2016 10:45,76,76,3.75
4/7/2016 10:45,3,3,5
4/7/2016 10:45,2,2,3.25
4/7/2016 10:45,32,8,7.75
4/7/2016 10:45,32,32,10.25
4/7/2016 10:45,8,8,10.5
4/7/2016 10:45,76,33,64
4/7/2016 10:45,8,76,46.25
4/7/2016 10:45,32,32,4.75
4/7/2016 10:45,8,76,53
4/7/2016 11:00,28,8,10.5
4/7/2016 11:00,32,32,5.75
4/7/2016 11:00,33,32,8
4/7/2016 11:00,32,24,14.66
4/7/2016 11:00,32,32,8
4/7/2016 11:00,32,32,10.5
4/7/2016 11:00,32,8,7
4/7/2016 11:00,28,28,7.5
4/7/2016 11:00,56,6,52.61
4/7/2016 11:00,8,33,11
4/7/2016 11:00,32,32,4.5
4/7/2016 11:00,56,32,43.41
4/7/2016 11:00,28,32,7.25
4/7/2016 11:00,8,32,8.25
4/7/2016 11:00,56,28,45.31
4/7/2016 11:00,32,56,47.5
4/7/2016 11:00,28,32,11
4/7/2016 11:00,8,8,3.25
4/7/2016 11:00,8,8,3.25
4/7/2016 11:00,32,33,10
4/7/2016 11:00,8,8,6.5
4/7/2016 11:00,3,3,6
4/7/2016 11:00,8,8,6.5
4/7/2016 11:00,28,8,9.5
4/7/2016 11:00,8,76,54.9
4/7/2016 11:00,8,32,9.5
4/7/2016 11:00,11,10,9.5
4/7/2016 11:00,32,8,7.5
4/7/2016 11:00,8,32,11.75
4/7/2016 11:00,8,8,7
4/7/2016 11:00,8,8,6.5
4/7/2016 11:00,8,8,4.5
4/7/2016 11:00,32,8,7.5
4/7/2016 11:00,8,76,50.31
4/7/2016 11:00,32,28,4.75
4/7/2016 11:00,76,76,8.75
4/7/2016 11:00,76,8,60.3
4/7/2016 11:00,7,8,8
4/7/2016 11:00,8,8,8
4/7/2016 11:00,32,32,9.5
4/7/2016 11:00,28,8,12.25
4/7/2016 11:00,32,32,5.25
4/7/2016 11:00,1,1,5.75
4/7/2016 11:00,6,32,22.75
4/7/2016 11:00,24,8,13.25
4/7/2016 11:00,8,8,6.5
4/7/2016 11:00,32,8,6
4/7/2016 11:00,33,32,9
4/7/2016 11:00,56,32,35.65
4/7/2016 11:00,8,32,6.25
4/7/2016 11:00,28,32,6
4/7/2016 11:00,8,33,12.75
4/7/2016 11:00,32,76,50.31
4/7/2016 11:00,76,8,54.63
4/7/2016 11:00,32,32,10.85
4/7/2016 11:00,39,68,13.25
4/7/2016 11:00,8,32,7.75
4/7/2016 11:00,77,77,6
4/7/2016 11:00,8,8,4.75
4/7/2016 11:00,8,8,4.75
4/7/2016 11:00,8,8,5.5
4/7/2016 11:00,32,3,25.75
4/7/2016 11:00,8,33,16.1
4/7/2016 11:00,16,5,10.5
4/7/2016 11:00,56,32,41.11
4/7/2016 11:00,8,8,8.5
4/7/2016 11:00,8,8,5.75
4/7/2016 11:00,2,2,3.25
4/7/2016 11:00,8,8,8.25
4/7/2016 11:00,32,1,26.45
4/7/2016 11:00,8,8,6.25
4/7/2016 11:00,6,8,10.25
4/7/2016 11:00,39,39,5.75
4/7/2016 11:00,32,32,3.25
4/7/2016 11:00,56,61,29
4/7/2016 11:00,2,1,8.75
4/7/2016 11:00,56,32,42.26
4/7/2016 11:00,32,32,6.5
4/7/2016 11:00,8,28,7.5
4/7/2016 11:00,32,8,10.5
4/7/2016 11:00,2,2,5.75
4/7/2016 11:00,76,7,44
4/7/2016 11:00,1,1,6
4/7/2016 11:00,33,32,10.25
4/7/2016 11:00,8,32,6
4/7/2016 11:00,8,8,7
4/7/2016 11:00,32,7,14.25
4/7/2016 11:00,4,32,31.8
4/7/2016 11:00,8,32,7
4/7/2016 11:00,32,8,8.5
4/7/2016 11:00,8,24,10.5
4/7/2016 11:00,32,76,53.13
4/7/2016 11:00,28,8,10.75
4/7/2016 11:00,28,28,8.75
4/7/2016 11:00,32,32,7.25
4/7/2016 11:00,28,8,9.75
4/7/2016 11:00,8,8,5.25
4/7/2016 11:00,76,8,59.1
4/7/2016 11:00,32,32,6.25
4/7/2016 11:00,76,8,54.3
4/7/2016 11:00,56,32,37.5
4/7/2016 11:00,8,28,9.5
4/7/2016 11:00,8,32,9.5
4/7/2016 11:00,33,32,7.75
4/7/2016 11:00,28,32,9
4/7/2016 11:00,6,8,15.9
4/7/2016 11:00,32,76,53.48
4/7/2016 11:00,32,32,5
4/7/2016 11:00,8,32,7.25
4/7/2016 11:00,32,32,8.75
4/7/2016 11:00,32,32,9
4/7/2016 11:00,6,56,38.5
4/7/2016 11:00,28,28,6.25
4/7/2016 11:00,32,42,39.5
4/7/2016 11:00,8,32,11.5
4/7/2016 11:00,32,33,13.2
4/7/2016 11:00,32,32,8
4/7/2016 11:00,34,33,6.5
4/7/2016 11:00,32,3,18.45
4/7/2016 11:00,32,8,9.5
4/7/2016 11:00,8,8,5
4/7/2016 11:00,24,7,10.75
4/7/2016 11:00,56,32,38.24
4/7/2016 11:00,32,8,8.5
4/7/2016 11:00,8,32,7.05
4/7/2016 11:00,6,32,17.5
4/7/2016 11:00,32,32,6
4/7/2016 11:00,76,32,50
4/7/2016 11:00,32,8,9
4/7/2016 11:00,8,8,7
4/7/2016 11:00,28,8,11.25
4/7/2016 11:00,56,8,40.5
4/7/2016 11:00,8,28,8.75
4/7/2016 11:00,32,22,12
4/7/2016 11:00,76,8,58.2
4/7/2016 11:00,8,8,7.5
4/7/2016 11:00,32,8,5.75
4/7/2016 11:00,28,56,33.6
4/7/2016 11:00,8,77,25.75
4/7/2016 11:00,76,3,50.1
4/7/2016 11:00,32,8,7.25
4/7/2016 11:00,8,32,8.25
4/7/2016 11:00,32,32,5
4/7/2016 11:00,8,32,5.5
4/7/2016 11:00,22,22,13
4/7/2016 11:00,39,8,25.8
4/7/2016 11:00,14,24,15.5
4/7/2016 11:00,32,32,6
4/7/2016 11:00,76,28,58.44
4/7/2016 11:00,32,8,7.25
4/7/2016 11:00,32,28,10
4/7/2016 11:00,32,32,5
4/7/2016 11:00,32,56,39
4/7/2016 11:00,32,28,8.25
4/7/2016 11:00,28,6,15.25
4/7/2016 11:00,33,32,8.25
4/7/2016 11:00,32,8,6
4/7/2016 11:00,8,77,26.25
4/7/2016 11:00,8,32,9
4/7/2016 11:00,8,28,13.23
4/7/2016 11:00,32,32,6.75
4/7/2016 11:00,3,6,11.5
4/7/2016 11:00,32,41,21.3
4/7/2016 11:00,32,8,8.75
4/7/2016 11:00,7,32,11.25
4/7/2016 11:00,32,32,6.25
4/7/2016 11:00,8,8,6.5
4/7/2016 11:00,28,76,42.75
4/7/2016 11:00,8,8,5.75
4/7/2016 11:00,32,8,7.75
4/7/2016 11:00,28,8,7
4/7/2016 11:00,28,32,6.75
4/7/2016 11:00,32,28,6.25
4/7/2016 11:00,8,8,5.75
4/7/2016 11:00,28,32,7.75
4/7/2016 11:00,28,32,9.25
4/7/2016 11:00,32,8,6
4/7/2016 11:00,32,28,7.25
4/7/2016 11:00,6,5,8.75
4/7/2016 11:00,8,8,5.75
4/7/2016 11:00,28,32,5.5
4/7/2016 11:00,32,56,47.1
4/7/2016 11:00,76,8,57.3
4/7/2016 11:00,76,32,55.5
4/7/2016 11:00,32,32,7.25
4/7/2016 11:00,8,8,5
4/7/2016 11:00,6,6,9
4/7/2016 11:00,8,8,8
4/7/2016 11:00,76,32,49.5
4/7/2016 11:00,76,76,3.25
4/7/2016 11:00,8,8,4.5
4/7/2016 11:00,32,8,9.5
4/7/2016 11:00,76,32,49.5
4/7/2016 11:00,32,8,7.5
4/7/2016 11:00,8,76,44.25
4/7/2016 11:00,8,8,5.75
4/7/2016 11:00,32,28,8.5
4/7/2016 11:00,32,28,8.25
4/7/2016 11:00,8,28,10.5
4/7/2016 11:00,32,28,8.75
4/7/2016 11:00,8,28,7.75
4/7/2016 11:00,32,32,3.5
4/7/2016 11:00,28,28,9.75
4/7/2016 11:00,76,28,56.4
4/7/2016 11:00,8,32,12.25
4/7/2016 11:00,28,33,14.75
4/7/2016 11:00,8,32,9.25
4/7/2016 11:00,1,1,51.6
4/7/2016 11:00,8,8,7
4/7/2016 11:00,8,28,11.5
4/7/2016 11:00,28,8,9.5
4/7/2016 11:00,32,8,7.25
4/7/2016 11:00,8,76,52.8
4/7/2016 11:00,28,8,9.25
4/7/2016 11:00,76,8,53.25
4/7/2016 11:00,8,8,5.5
4/7/2016 11:00,32,32,7.25
4/7/2016 11:00,28,8,9.75
4/7/2016 11:00,8,41,23
4/7/2016 11:00,28,76,54
4/7/2016 11:00,8,8,4.25
4/7/2016 11:00,8,32,7.5
4/7/2016 11:00,8,3,18.25
4/7/2016 11:00,28,8,9
4/7/2016 11:00,3,3,5
4/7/2016 11:00,28,8,8
4/7/2016 11:00,8,32,7.75
4/7/2016 11:00,8,76,48
4/7/2016 11:00,10,10,3.25
4/7/2016 11:00,32,8,14
4/7/2016 11:00,32,28,6.5
4/7/2016 11:00,32,8,8
4/7/2016 11:00,8,32,8
